Date,B3SA3,BBDC4,ITUB4,PETR4,VALE3,^BVSP
2000-05-03,,,,2.4544684886932373,1.7019182443618774,15109.0
2000-05-04,,,,2.4486541748046875,1.6890901327133179,14970.0
2000-05-05,,,,2.4544684886932373,1.7104711532592773,15218.0
2000-05-08,,,,2.4571518898010254,1.6890901327133179,14891.0
2000-05-09,,,,2.4593870639801025,1.6677095890045166,14582.0
2000-05-10,,,,2.4151113033294678,1.7104711532592773,14434.0
2000-05-11,,,,2.37575364112854,1.659157156944275,14499.0
2000-05-12,,,,2.3730711936950684,1.6377756595611572,14459.0
2000-05-15,,,,2.4151113033294678,1.6634327173233032,15056.0
2000-05-16,,,,2.4933784008026123,1.706195592880249,15360.0
2000-05-17,,,,2.4656498432159424,1.739549160003662,14871.0
2000-05-18,,,,2.4768309593200684,1.7746137380599976,14627.0
2000-05-19,,,,2.4209251403808594,1.8173753023147583,14327.0
2000-05-22,,,,2.3507087230682373,1.7746137380599976,13891.0
2000-05-23,,,,2.381568193435669,1.6890901327133179,13587.0
2000-05-24,,,,2.3426573276519775,1.6677095890045166,14166.0
2000-05-25,,,,2.3762013912200928,1.6677095890045166,14186.0
2000-05-26,,,,2.3484714031219482,1.6976428031921387,14542.0
2000-05-29,,,,2.370387315750122,1.6890901327133179,14773.0
2000-05-30,,,,2.3775417804718018,1.7746137380599976,15249.0
2000-05-31,,,,2.3426573276519775,1.7882978916168213,14957.0
2000-06-01,,,,2.4598352909088135,1.8002705574035645,15450.0
2000-06-02,,,,2.599823236465454,1.7959946393966675,16222.0
2000-06-05,,,,2.5895345211029053,1.8387562036514282,16023.0
2000-06-06,,,,2.5895345211029053,1.8387562036514282,15947.0
